chapter,character,line
40,Eleanor Shellstrop,"Okay, I know this is bad and we need a new approach, but she is wearing the hell out of those foam fingers."
40,Derek Hofstetler,Root-a-toot-toot.
40,Jason Mendoza,"Dude, Janet told you to stay at Mindy's."
40,Derek Hofstetler,I know.
40,Derek Hofstetler,I just came to mix myself a Derek and then I'll be on my way.
40,Jason Mendoza,"Before you leave, I wanna call a truce."
40,Derek Hofstetler,All right.
40,Jason Mendoza,"I feel like you're trying to get under my skin, but it's okay."
40,Jason Mendoza,I've decided to rise above it.
40,Derek Hofstetler,"Well spoken, Mr. Mendoza."
40,Derek Hofstetler,Let me say in response� I will destroy you.
40,Derek Hofstetler,Janet is and always will be my mommy-girlfriend.
40,Derek Hofstetler,"You have crossed the Rubicon now, pal."
40,Derek Hofstetler,Mmm�
40,Eleanor Shellstrop,"Okay, status report."
40,Eleanor Shellstrop,What have we learned about Linda?
40,Tahani Al-Jamil,"Little, I'm afraid."
40,Tahani Al-Jamil,"I tried talking to her, but it was the dullest conversation I have ever had."
40,Tahani Al-Jamil,And this is coming from someone who once split a Xanax with Peter Sarsgaard.
40,Eleanor Shellstrop,"Frankly, I'm glad she's boring."
40,Eleanor Shellstrop,We have enough to worry about.
40,Eleanor Shellstrop,How is Brent doing?
40,Janet,"About the same, I'd say."
40,Brent Norwalk,Princeton.
40,Brent Norwalk,Graduated in the top half of the bottom half of my class.
40,Brent Norwalk,"Rowing team, sailing team, class president, I hung out with all those guys."
40,Eleanor Shellstrop,Okay.
40,Eleanor Shellstrop,"And John, our favorite gossip columnist?"
40,John Wheaton,"Luckily, before I died, I pumped my face with six vials of Juvederm."
40,John Wheaton,I'm hoping that my corpse looks like a waxed tile floor.
40,John Wheaton,My ex-boyf is gonna be supes jeal'.
40,John Wheaton,"Okay, well, I'm gonna do a loop trying to see who gets me."
40,Michael,Our biggest liability right now is Simone.
40,Michael,Let's try to keep the three of them away from her.
40,Michael,We can't wait any longer.
40,Michael,We have to introduce Simone to Chidi.
40,Eleanor Shellstrop,Why?
40,Eleanor Shellstrop,I� I think she's doing great.
40,Eleanor Shellstrop,See?
40,Eleanor Shellstrop,She's getting all the cake-pushing out of her system.
40,Michael,I know it's painful to think of the two of them� connecting.
40,Michael,But Chidi made an incredible sacrifice.
40,Michael,He had his memories erased so he could help people.
40,Michael,"And if we don't let him help Simone, it'll be all for nothing."
40,Eleanor Shellstrop,Fine.
40,Eleanor Shellstrop,"Stupid ethical, reasonable argument."
40,Eleanor Shellstrop,Wish you were a cake.
40,Eleanor Shellstrop,Push you over.
40,Michael,Are you still muttering?
40,Eleanor Shellstrop,"No, I stopped."
40,Eleanor Shellstrop,"Stupid, good-hearing, reformed demon."
40,Simone Garnett,Whoa!
40,Eleanor Shellstrop,"Hey, there, Simone!"
40,Eleanor Shellstrop,"Shoving people in the pool, huh?"
40,Simone Garnett,Yeah.
40,Simone Garnett,Just testing the laws of physics here in my nonsense brain-jail.
40,Simone Garnett,Who's this?
40,Eleanor Shellstrop,This is Chidi Anagonye.
40,Eleanor Shellstrop,"He was a professor of ethics and moral philosophy, so I figured he might be able to help."
40,Simone Garnett,Chidi Anagonye.
40,Simone Garnett,That sounds so familiar.
40,Simone Garnett,Where did you teach?
40,Chidi Anagonye,St. John's University in Sydney.
40,Simone Garnett,Of course.
40,Simone Garnett,I used to teach there.
40,Simone Garnett,I must have seen his name on the faculty list and now my dying brain is just leaking out random information.
40,Simone Garnett,The human mind is truly incredible.
40,Simone Garnett,"I want something else to get me through this semi-charmed kind of life, baby, baby."
40,Chidi Anagonye,"Sorry� uh, what's� what's happening now?"
40,Simone Garnett,"When I was a kid, my CD alarm clock broke and it used to wake me up to that song every day, so now I'm singing it to try and wake myself up."
40,Chidi Anagonye,Okay.
40,Chidi Anagonye,"Well, it was nice meeting you."
40,Simone Garnett,"Nice to meet you, too, cute guy generated by my rapidly-decaying temporal lobe."
40,Jason Mendoza,Hey --
40,Mindy St. Claire,"You know, it's bad enough that you guys have taken over my house for a year and I've had to move into the attic, but now I have to walk in to find Darth Vader's turd in the middle of my living room."
40,Mindy St. Claire,"I mean, what is this?"
40,Jason Mendoza,No time to explain.
40,Jason Mendoza,"Also, I kinda forgot."
40,Jason Mendoza,Where is Derek's plunger?
40,Jason Mendoza,The one that kills him?
40,Mindy St. Claire,"Yeah, I used to do this whenever I needed some alone time."
40,Mindy St. Claire,"Once, I rebooted him just because he was breathing super loud."
40,Mindy St. Claire,"Then, when he woke up, he was like ""I don't breathe."""
40,Mindy St. Claire,So I don't know what I heard.
40,Jason Mendoza,"Well, I'm doing this because he's trying to steal my girlfriend."
40,Mindy St. Claire,Yeah.
40,Mindy St. Claire,You don't need to justify it.
40,Mindy St. Claire,"Again, I do it all the time."
40,Derek Hofstetler,"No, no, no, no!"
40,Derek Hofstetler,"Mindy, please wait."
40,Derek Hofstetler,Don't kill me.
40,Derek Hofstetler,Oh!
40,Derek Hofstetler,It's you?
40,Derek Hofstetler,Okay.
40,Derek Hofstetler,"Well, you certainly don't have the Dereks to --"
40,Mindy St. Claire,Yeah!
40,Mindy St. Claire,Oh!
40,Mindy St. Claire,It's always good.
40,Eleanor Shellstrop,"You know what, Simone?"
40,Eleanor Shellstrop,Think of it this way.
40,Eleanor Shellstrop,"If this is really all a hallucination, doesn't it seem kinda basic?"
40,Eleanor Shellstrop,"I mean, surely your brain would imagine something weirder than just a nice cocktail party."
40,Simone Garnett,"Oh, you mean like that?"
40,Derek Hofstetler,"Attention, I have been Derek'd."
40,Simone Garnett,That's probably my doctor.
40,Simone Garnett,This is all in my head.
40,Simone Garnett,I'm gonna go eat a knife.
40,Derek Hofstetler,Attention.
40,Derek Hofstetler,Murder has been me.
40,Michael,Let me get this straight.
40,Michael,"Derek ""made mean eyes at you"", so you went to Mindy's house and murdered him?"
40,Jason Mendoza,"Yeah, dawg, but his eyes were really mean."
40,Jason Mendoza,You're probably thinking this� but they were more like this�
40,Janet,"Jason, why did you kill Derek?"
40,Janet,"I had to get his giant head out of the sky before any of the humans could see, and it was not easy."
40,Jason Mendoza,I was scared Derek was trying to slide into your DMs.
40,Jason Mendoza,I hate being scared.
40,Jason Mendoza,It's scary.
40,Janet,I don't have time for this.
40,Janet,"I am running a neighborhood and its residents, and Eleanor just casually orders me to make popcorn rivers and Brent won't stop calling me for stuff."
40,Janet,Ugh!
40,Jason Mendoza,Are we still boyfriend/not-a-girlfriend?
40,Janet,We'll talk about it later.
40,Eleanor Shellstrop,Okay.
40,Eleanor Shellstrop,Executive decision.
40,Eleanor Shellstrop,Forget about Simone.
40,Eleanor Shellstrop,"Janet, make sure she doesn't come in contact with the other humans."
40,Eleanor Shellstrop,Let's focus on Linda.
40,Eleanor Shellstrop,We ought to be able to figure her out.
40,Eleanor Shellstrop,We can just liven her up a bit.
40,Eleanor Shellstrop,"We'll just, like, sprinkle some cocaine on her peppermints or something."
40,Tahani Al-Jamil,Does anyone else find it suspicious that the Bad Place sent someone so� dull?
40,Eleanor Shellstrop,"No, it makes perfect sense to me."
40,Eleanor Shellstrop,"They are trying to drive us insane by giving us a big, boring glob of plain yogurt."
40,Eleanor Shellstrop,"Tomorrow morning, we start Operation Linda."
40,Michael,"Okay, you heard the lady."
40,Michael,We'll meet in the town square bright and early.
40,Michael,"Janet, set up for Flying Day."
40,Janet,Cool.
40,Janet,"I'm not busy or anything, so that'll be easy."
40,Janet,Off you go!
40,Michael,Linda.
40,Michael,How are you enjoying the Good Place?
40,Linda Johansson,It's good.
40,Michael,Everyone's flying.
40,Michael,You don't want to go flying any higher?
40,Linda Johansson,"No, thanks."
40,Michael,"Well, okay."
40,Michael,It says in your file that you liked knitting.
40,Michael,Would you like to do some knitting right now?
40,Linda Johansson,"No, thanks."
40,Michael,Is there another activity you'd like to do now?
40,Michael,You also enjoyed� listening to birds?
40,Michael,"Man, Linda."
40,Michael,You don't even look at them?
40,Eleanor Shellstrop,Let's go hear some birds.
40,Eleanor Shellstrop,What do you say?
40,Linda Johansson,I'm gonna go get another peppermint.
40,Michael,No --
40,Eleanor Shellstrop,"Come on, Linds."
40,Eleanor Shellstrop,You can have literally anything that you could poss --
40,Michael,What the --
40,Eleanor Shellstrop,Okay.
40,Eleanor Shellstrop,So� maybe she's less boring than I thought.
40,Judge,"So, let me get this straight, Shawn."
40,Judge,You sent a demon in disguise as one of the subjects?
40,Michael,"Yes, he did, Your Honor."
40,Michael,"Luckily, none of the other test subjects saw the mess he made."
40,Michael,But he put the experiment at risk and he attacked me and Eleanor.
40,Michael,"And, I'm sorry, where's your shirt?"
40,Chris Baker,I think it got stuck in the skin suit.
40,Eleanor Shellstrop,"Well, keep it there."
40,Shawn,"Damn it, Chris."
40,Shawn,"You were supposed to slowly undermine them and gradually sabotage the experiment, not just go ham on day two, you fart plume."
40,Chris Baker,"I told you, I'm not an actor."
40,Shawn,"And when you get back here, you won't be anything."
40,Shawn,"Okay, fine, yes, busted."
40,Shawn,I'm a rascal.
40,Shawn,We'll come pick him up and replace him with an actual human.
40,Judge,"Oh, you will do nothing of the sort, mon ami."
40,Judge,This outrageous act must be punished.
40,Judge,Chidi will be the fourth subject in this experiment.
40,Shawn,"No, no, no, no, no."
40,Judge,He's perfect because he's already had his memories erased.
40,Judge,Although you can't erase that booty.
40,Judge,"Know what I'm sayin', blondie?"
40,Eleanor Shellstrop,"All due respect, Your Honor, keep it in your robe."
40,Michael,"What she means is, ""Thank you, Your Honor, we accept."""
40,Michael,Chidi's gonna be our fourth subject.
40,Shawn,Chidi can't be part of the experiment.
40,Shawn,They already know that he can improve.
40,Shawn,That's like studying for a test then acing the test.
40,Shawn,It's cheating.
40,Eleanor Shellstrop,How is that cheating?
40,Eleanor Shellstrop,You're just falsely accusing us of what you actually did.
40,Shawn,"No, that's what you're doing."
40,Judge,"Shawn, I don't have time for this."
40,Judge,"I just started Deadwood, finally, and I need my daily dose of Timothy Olyphant, so I'm gonna make this short."
40,Judge,"If you so much as breathe on this experiment again, I will restart the entire thing from scratch, and then I will personally rip off your eyelids and make you watch heartwarming videos of soldiers coming home to their dogs."
40,Michael,Whoa!
40,Michael,Slow down.
40,Eleanor Shellstrop,Did you put those trash cans there just so you could crash into them?
40,Bad Janet,That wasn't my fault.
40,Bad Janet,I was texting.
40,Bad Janet,"Okay, let him go, dung buckets."
40,Michael,Nice try.
40,Michael,We'll put him on the train and handcuff him to a bench.
40,Janet,Come on.
40,Michael,"Yeah, forgive us if we don't trust you not to cheat again."
40,Bad Janet,"Surprised you figured out that Linda was a fake, because we all thought you were too stupid."
40,Eleanor Shellstrop,"Well, it was actually Tahani who got suspicious."
40,Bad Janet,Oh!
40,Bad Janet,That is so embarrassing for you.
40,Eleanor Shellstrop,Seems like you're royally forking this up just like we knew you would.
40,Michael,Okay.
40,Michael,Take off.
40,Michael,And give Shawn a message for me.
40,Michael,"Tell him that we said, ""Booyah!"""
40,Michael,"Make sure you do the hand motion, like, ""Booyah!"""
40,Michael,Are you listening to me?
40,Eleanor Shellstrop,"Okay, Michael --"
40,Michael,"No, show me how you're gonna do it."
40,Eleanor Shellstrop,That's fine.
40,Michael,"No, it's important that she does the hand thing because it really drives the point home."
41,Eleanor Shellstrop,I still don't get why the Bad Place would try something so obvious?
41,Michael,They're desperate.
41,Michael,They know they're gonna lose.
41,Michael,"Plus, we can get rid of the Linda picture, and put a Chidi picture on the other side since we know a ton about him."
41,Michael,"It's all good news, right, team leader?"
41,Eleanor Shellstrop,"Yeah, it's super cool that I'm actively surveilling and manipulating an ex-boyfriend."
41,Eleanor Shellstrop,"I mean, more so than I usually did."
41,Eleanor Shellstrop,"Okay, let's focus on Brent."
41,Eleanor Shellstrop,"Born on third base, thinks he invented the game of baseball."
41,Eleanor Shellstrop,"Guys like this believe that the world revolves around them, because it kinda does."
41,Eleanor Shellstrop,"If we could get him to listen to anyone else, he'd hear how much better they are than he was, which might make him realize that he doesn't belong here, and also, bonus� maybe he cries like a stupid little baby."
41,Wanda,"Anyway, long story short, that's why there are still ducks."
41,Wanda,I saved all the ducks.
41,Audience,Aw!
41,Eleanor Shellstrop,Incredible.
41,Eleanor Shellstrop,Wow.
41,Eleanor Shellstrop,"Thank you, Wanda."
41,Eleanor Shellstrop,What a life.
41,Eleanor Shellstrop,"Now we turn to our next guest, Chidi Anagonye."
41,Eleanor Shellstrop,"Now, Chidi, you led an impressive life as an academic."
41,Chidi Anagonye,"Uh, well, uh, not save-an-entire-species impressive, but yes, I was a professor of ethical and moral philosophy."
41,Chidi Anagonye,I'm sorry.
41,Chidi Anagonye,Literally every duck?
41,Chidi Anagonye,You saved every duck?
41,Wanda,"In essence, yes."
41,Wanda,"And I didn't mention this before, I really don't like to brag, but also horses."
41,Chidi Anagonye,What?
41,Chidi Anagonye,Man.
